source,page,factory_name,file,latitude,longitude,organization,year,matched_brands,address,geocoded,brand,num_workers,district,city
Alliance 2014,54.0,"* SUPREME STITCH LTD West Shaildube, Kashimpur,, Gazipur Dhaka 1 3 No No Ground floor, 1st 842 1",alliance_2014.pdf,,,Alliance for Bangladesh Worker Safety,2014.0,,"Gazipur, ., 0, BD floor & 2nd floor",No,,,,
Alliance 2014,54.0,"Sweater Cottage Ltd. Bada Kalmasher.K.B. Bazar, No No 1000 1",alliance_2014.pdf,23.9997558,90.4173629,Alliance for Bangladesh Worker Safety,2014.0,"Primark, Walmart, Mango",Gazipur-1704,Yes,,,,
Alliance 2014,54.0,"* Talisman, Ltd. Plot 7-10 & 13-16, DEPZ Savar Dhaka 0 2 No No Ground and 1st 3209 1",alliance_2014.pdf,,,Alliance for Bangladesh Worker Safety,2014.0,Mango,AshuliaSavar,No,,,,
Alliance 2014,54.0,"Tariq Azim Textile Mills Ltd Plot# 33-36, Road# 4, Sector# Chittagong No No 915 1",alliance_2014.pdf,,,Alliance for Bangladesh Worker Safety,2014.0,Marks & Spencer,1Chittagong Export processing,No,,,,
Alliance 2014,54.0,"* TAUFIQ SWEATER LTD. WEST MASDAIR, FATULLAH, NARAYANGAN Dhaka 1 1/10; No No ground floor to 9th 930 1",alliance_2014.pdf,,,Alliance for Bangladesh Worker Safety,2014.0,,"NARAYANGANJ 1400,area-80,000 J floor",No,,,,
Alliance 2014,54.0,"TECHNO DRESS LTD MUNNA COMPLEX, 228 No No 1",alliance_2014.pdf,22.3245051,91.8032405,Alliance for Bangladesh Worker Safety,2014.0,Mango,"CHITTAGONG, BANGLADESH",Yes,,,,
Alliance 2014,55.0,factory occupies,alliance_2014.pdf,23.7847012,90.3968614,Alliance for Bangladesh Worker Safety,2014.0,,"DOHS, MOHAKHALI, DHAKA, BD,",Yes,,,,
Alliance 2014,55.0,"TEXTNET CONSORTIUM LTD HOUSE # 396, 1ST FLOOR, ROAD, No No 1",alliance_2014.pdf,,,Alliance for Bangladesh Worker Safety,2014.0,Mango,"DHAKA-1206, BANGLADESH",No,,,,
Alliance 2014,55.0,"* That's It Knit Ltd 59,South, panishail,Zirani Gazipur Dhaka 5 1/1,2/1 No No All 1438 1",alliance_2014.pdf,24.0095518,90.3206286,Alliance for Bangladesh Worker Safety,2014.0,"C&A, Primark, Marks & Spencer, PVH","Bazar,Kashimpur, Gazipur",Yes,,,,
Alliance 2014,55.0,* That's It Sports Wear Ltd 147-148 East Dhaka Dhaka 10 storied Yes No All floors 8000 5,alliance_2014.pdf,,,Alliance for Bangladesh Worker Safety,2014.0,PVH,NarasinghpurAshuliaSavar,No,,,,
Alliance 2014,55.0,* THE CIVIL ENGINEERS LIMITED 401/B TEJGAON INDUSTRIAL BANGLADESH Dhaka 2 12 Storied No No Ground Floor - 7th 1470 3,alliance_2014.pdf,,,Alliance for Bangladesh Worker Safety,2014.0,,AREADHAKA-1208 Floor,No,,,,
Alliance 2014,55.0,"The Civil Engineers Ltd (Woven 8,9,159,& 160 Dhaka No No 1880 1",alliance_2014.pdf,,,Alliance for Bangladesh Worker Safety,2014.0,"Mango, PVH","Hemayatpur, Savar",No,,,,
Alliance 2014,55.0,* The Dacca Dyeing Garments Ltd 2 New Eskaton RoadDhaka Dhaka Dhaka 1 5 No No All 1074 1,alliance_2014.pdf,,,Alliance for Bangladesh Worker Safety,2014.0,,* THE DELTA COMPOSITE ZARUN Gazipur Dhaka 5 No No 5 2969 1,No,,,,
Alliance 2014,56.0,"The Need Apparels (PVT.) Ltd 154/C Rajakhal Road, East Chittagong 5 Yes No gr to 3rd floor 900 2",alliance_2014.pdf,,,Alliance for Bangladesh Worker Safety,2014.0,Mango,"Bakalla,Chittagong",No,,,,
Alliance 2014,56.0,"* The Rose Dresses Ltd Jamgara, Diakhali, Yearpur, Dhaka 1 6 No No 4900 1",alliance_2014.pdf,,,Alliance for Bangladesh Worker Safety,2014.0,,"Asulia, SavarConcord Tower,",No,,,,
Alliance 2014,56.0,"factory building, EPZ,",alliance_2014.pdf,22.333778,91.8344348,Alliance for Bangladesh Worker Safety,2014.0,Mango,"CHITTAGONG, 0, BD",Yes,,,,
Alliance 2014,56.0,"Titas Sportswear Ind. Ltd YMA Building Plot # 7-20, Sector Chittagong Chittagon 2 No No all 4338 1",alliance_2014.pdf,,,Alliance for Bangladesh Worker Safety,2014.0,Marks & Spencer,"#3,Chittagong Export Processing g",No,,,,
Alliance 2014,56.0,LTD. Bangladesh.,alliance_2014.pdf,,,Alliance for Bangladesh Worker Safety,2014.0,,"* Total Fashion Kamtal, BarparaThana- Narayangonj Dhaka 1 1/3; No No 1/3; 833 1",No,,,,
Alliance 2014,56.0,"Toy Woods (BD) Co Ltd Sector 4, Plot No 31, Chittagong 1 4 No No all 826 1",alliance_2014.pdf,,,Alliance for Bangladesh Worker Safety,2014.0,Mango,CEPZChittagong,No,,,,
Alliance 2014,56.0,"* Trouser Line Ltd TOYEBPUR, YARPUR,Ashulia, ASHULIA Dhaka 1/3; Yes No 3 storied 1800 3",alliance_2014.pdf,,,Alliance for Bangladesh Worker Safety,2014.0,Mango,SavarDhaka,No,,,,
Alliance 2014,56.0,"* TRZ Garments Industry Ltd. Gacha Road, In front of Gacha Gazipur No No 2440 1",alliance_2014.pdf,,,Alliance for Bangladesh Worker Safety,2014.0,Walmart,"TechnGacha, Gazipur Sadar",No,,,,
Alliance 2014,57.0,* Tusuka Trousers Ltd KonabariNeelnagar Gazipur Dhaka 9 No No 6 floors 2400 1,alliance_2014.pdf,,,Alliance for Bangladesh Worker Safety,2014.0,,"UFO JEANS (BANGLADESH) 152/3-B, FIROZ TOWER, 6TH No No 1",No,,,,
Alliance 2014,57.0,"UNI GARMENTS LTD. 80, NASIRABAD I/A, CHITTAGONG No No 1",alliance_2014.pdf,22.333778,91.8344348,Alliance for Bangladesh Worker Safety,2014.0,Mango,"CHITTAGONG, BD",Yes,,,,
Alliance 2014,57.0,"UNIBRA WEAR LIMITED 80 NASIRABAD INDUSTRIAL AREA, CHITTAGONG 1 Building-1 (4 Yes No 2nd & 3rd floor of 4 1400 1",alliance_2014.pdf,,,Alliance for Bangladesh Worker Safety,2014.0,,"CHITTAGONG, 4210, BD storied),Buil storied building.",No,,,,
Alliance 2014,58.0,"* United Trousers, Ltd. 20,Bangabondhu Savar Dhaka No No One two story 1800 1",alliance_2014.pdf,,,Alliance for Bangladesh Worker Safety,2014.0,PVH,"Road,Gouripur,Ashulia,Dhaka- building",No,,,,
Alliance 2014,58.0,"* Universal Jeans Ltd Plot 9-11, Sector 6/AExport Chittagong Chittagon 2 2 Yes No ""7 Storied 9500 1",alliance_2014.pdf,,,Alliance for Bangladesh Worker Safety,2014.0,,Processing ZoneChittagong g 4 storied,No,,,,
Alliance 2014,58.0,"* Univogue Garments Co. Ltd Plot 1-5, Sector-1/A, Chittagong 2 Bld#1 is No No Entire building 1350 4",alliance_2014.pdf,,,Alliance for Bangladesh Worker Safety,2014.0,,"EPZChittagong EPZ, Chittagong shade i.e. 1;",No,,,,
Alliance 2014,58.0,"* UTAH FASHIONS LTD SOUTH SALNAShalna Bazar, Gazipur 1 7 No No 1st floor to 6th 3000 1",alliance_2014.pdf,,,Alliance for Bangladesh Worker Safety,2014.0,"Walmart, Mango",Gazipur floor,No,,,,
Alliance 2014,58.0,"* V & R Fashions Ltd Plot No SA 434, RS No 567, Engr. Dhaka No No 1130 1",alliance_2014.pdf,,,Alliance for Bangladesh Worker Safety,2014.0,,"Bagan, Vogra, Gazipur",No,,,,
Alliance 2014,58.0,"VALIANT GARMENTS LTD, 572 STRAND ROAD, CHITTAGONG No No 1",alliance_2014.pdf,,,Alliance for Bangladesh Worker Safety,2014.0,,"VALIANT FASHION WEAR CHITTAGONG, 0, 4000, BD",No,,,,
Alliance 2014,59.0,"VANGUARD PACKAGES LIMITED FOUZDERHAT, SMALL IND.ESTATE",alliance_2014.pdf,22.3245531,91.8040827,Alliance for Bangladesh Worker Safety,2014.0,Mango,"CHITTAGONG,BANGLADESH,",Yes,,,,
Alliance 2014,59.0,"* Vertex Innovative Apparels Ltd. Forkan Tower360/A, Bitak Chittagong Chittagon No No 1",alliance_2014.pdf,,,Alliance for Bangladesh Worker Safety,2014.0,,"Vintage Print & Arrow Labels 33/1, DarailShataishTongi Gazipur Dhaka No No ground floor 63 1",No,,,,
Alliance 2014,59.0,"* Virtual Bottoms Limited Plot S.A. - 179, RS-1356 (Ground Dhaka Dhaka No No 1060 1",alliance_2014.pdf,,,Alliance for Bangladesh Worker Safety,2014.0,"C&A, PVH","Floor)Jamgara, Ashulia,Savar",No,,,,
Alliance 2014,59.0,"* WALTZ FASHIONS LTD BADSHAMIA SCHOOL RD, DHAKA No No 1",alliance_2014.pdf,23.9494693,90.3775051,Alliance for Bangladesh Worker Safety,2014.0,Mango,"UNIVERSITY, GAZIPUR, , DHAKA,",Yes,,,,
Alliance 2014,59.0,"Wash Line Ltd 140, Nasirabad Industrial Area, Chttagong 1 No No ground fl 42 2",alliance_2014.pdf,,,Alliance for Bangladesh Worker Safety,2014.0,Mango,"P.S., BayzidChittagong",No,,,,
Alliance 2014,59.0,"* WELFORM APPARELS LTD Plot 44-46, Dhaka Export, DHAKA No No 1",alliance_2014.pdf,23.8477,90.2587,Alliance for Bangladesh Worker Safety,2014.0,,"Savar, DHAKA, 0, BD",Yes,,,,
Alliance 2014,60.0,"* Well Fashion Ltd A-23-24-25-26,BSCIC,Industrial 5 No No 3rd 822 2",alliance_2014.pdf,,,Alliance for Bangladesh Worker Safety,2014.0,,"Estate,Kalurghat,Chittagong",No,,,,
Alliance 2014,60.0,"Mart Ltd 8(Part),BSCIC,Industrial",alliance_2014.pdf,,,Alliance for Bangladesh Worker Safety,2014.0,,"Estate,Kalurghat,Chittagong.",No,,,,
Alliance 2014,60.0,"* Whitex Garments (BD) Pvt. Ltd. Plot No.86-90, KarnaphuliExport Chittagong No No 1366 3",alliance_2014.pdf,,,Alliance for Bangladesh Worker Safety,2014.0,,"(Chittagong) Processing Zn, North Potenga",No,,,,
Alliance 2014,60.0,"* Winsome Knit Composite Ltd Kakil, Sataish, Mudafa, Bhadam Tongi Dhaka No No 371 1",alliance_2014.pdf,23.9149932,90.4073281,Alliance for Bangladesh Worker Safety,2014.0,"Walmart, Mango, PVH","Road, Tongi, Gazipur",Yes,,,,
Alliance 2014,60.0,Xin Chang Shoes (BD) Limited Plot: 47-52&68-73 KEPZ North Chittagong Chittagon No No 1003 1,alliance_2014.pdf,,,Alliance for Bangladesh Worker Safety,2014.0,,"Young An Hat (Bangladesh) CEPZ, Plot No 47-52, Sector No Chittagong No No 1098 1",No,,,,
Alliance 2014,60.0,"Youngone (CEPZ) Ltd [Extension Plot :7-8, Sector-02,Chittagong Chittagong No No 3100 1",alliance_2014.pdf,,,Alliance for Bangladesh Worker Safety,2014.0,,"YoungOne Group (CEPZ) Plot # 11-16 & 3-6, Sector # Chittagong 2 1/1 (with No No - 9382 3",No,,,,
Alliance 2014,61.0,factory occupies,alliance_2014.pdf,,,Alliance for Bangladesh Worker Safety,2014.0,,"Youngone Sports Shoe Plot # 1-2, Road # 1, Sector # 2 Chittagong No No 1",No,,,,
Alliance 2014,61.0,"Industries Ltd. (unit 5 & 6) (unit 5), Chittagong Export",alliance_2014.pdf,,,Alliance for Bangladesh Worker Safety,2014.0,,"sector # 2 (unit 6), Chittagong",No,,,,
Alliance 2014,61.0,"* Your Fashion Sweater Ltd. Gilarchala, Gorgaria Master bari Sreepur, 1 5 No No whole building, 5 1650 1",alliance_2014.pdf,,,Alliance for Bangladesh Worker Safety,2014.0,,Gazipur stories,No,,,,
Alliance 2014,61.0,"Z-3 COMPOSITE KNITWEAR LTD. 62,KATHGARA, DHAKA Dhaka 1 1/7; No No All 1650 2",alliance_2014.pdf,23.9136011,90.3183728,Alliance for Bangladesh Worker Safety,2014.0,PVH,"ZIRABO,ASHULIA,SAVAR",Yes,,,,
Alliance 2014,61.0,"ZAF SWEATER & GARMENTS LTD BANIARCHALA, VOBANIPUR, No No 1",alliance_2014.pdf,24.0872895,90.3464162,Alliance for Bangladesh Worker Safety,2014.0,"C&A, Primark, PVH","MIRZAPUR, GAZIPUR,",Yes,,,,
Alliance 2014,61.0,"ZEE-3 Washing Ltd 62, Katgara, Zirabo, Ashulia, Dhaka B/2, with No Yes B/2, with ETP 100 1",alliance_2014.pdf,,,Alliance for Bangladesh Worker Safety,2014.0,Mango,Dhaka-1341 Bangladesh ETP,No,,,,
Alliance 2014,62.0,"ZSB GARMENTS LTD. SHIRIR CHALA, BHAGER BAZAR, BANGLADESH No No 1",alliance_2014.pdf,,,Alliance for Bangladesh Worker Safety,2014.0,"Primark, Walmart, PVH","JOYDEVPUR, GAZIPUR,",No,,,,
Alliance 2014,62.0,"Zuma Fashion Limited Extension South Panishail, Kashimpur, Gazipur Dhaka 1 4 stories No No 1100 1",alliance_2014.pdf,,,Alliance for Bangladesh Worker Safety,2014.0,,"Joydebpur, Gazipur, DHAKA, 0, Building",No,,,,
