factory_name,address,source,extraction_date,page_number,worker_count,latitude,longitude,geocoding_method,geocoding_confidence,identified_brands,brand_confidence,num_brands,primary_brand,max_confidence,brand_tier
"Unique Designers Unique Designers Ltd, Kalemshar, K.B. Bazar, Dhaka 9291348 3 15 21 31 No Yes Building 1, floors","3,4,5. Building 2, child care, Building Unisense App.Ltd. Anik Plaza, Plot 155, Road  01, BlockA, Section 12, Mirpur, DhakaDhaka Dhaka 1216 2 9006881 1 10 Yes Yes 17,8 400 1",Accord 2013,2025-09-22T21:15:10.129577,31,,23.8223,90.3654,exact_location,high,"['C&A', 'PVH']","[1.0, 1.0]",2,C&A,1.0,value_fast_fashion
"United Apparel Industry Ltd. Unit 2H o u s e No. 20, Block B, Ward 5, Shaheed Minnat,","Ali Saraok , Ashulia , SavarDhaka Dhaka 1341 1756402240 1 14 No Yes 14 966 1",Accord 2013,2025-09-22T21:15:10.129890,31,,23.882207430093338,90.19799300040846,area_match,medium,['PVH'],[1.0],1,PVH,1.0,other_brands
"Univogue Garments Co. Ltd. Sector 1A, Plot 15, Export Processing Zone Chittagong Chittagong 740723 2 11 11 No No 1350 1",,Accord 2013,2025-09-22T21:15:10.201259,32,,23.8103,90.4125,default,very_low,['Uniqlo'],[1.0],1,Uniqlo,1.0,premium_fast_fashion
"UTAH Fashions Ltd House 64, Block B, South Shalna, Gazipur Sadar","1703, knitting dying  Monipur, Hotapara, GazipurGazipur Dhaka 1703 2 86111514 2 17, 13 No No 3600 6",Accord 2013,2025-09-22T21:15:10.201385,32,,24.020488340949075,90.37872218764174,area_match,medium,['PVH'],[1.0],1,PVH,1.0,other_brands
"VERTEX FASHION LTD SUPERMARKET 1, DARUSSALAM ROAD, MIRPUR","1, DHAKADhaka Dhaka 1216 2 9003933 15, Yes No 13,4,5 1716 1",Accord 2013,2025-09-22T21:15:10.201814,32,,23.8223,90.3654,exact_location,high,['Primark'],[0.86],1,Primark,0.86,value_fast_fashion
"VERTEX INNOVATIVE APPARELS LTD FORKAN TOWER, 360A, BITAK BAZAR,","SHAGORICA , PAHARTALI , PAHARTALI THANAChittagong Chittagong 4219 31 2773657 15, No Yes 13,4 400 1 Vertex RMG Division Varari, Rajfulbaria, Tetuljhora, Savar, Dhaka Dhaka Dhaka 1340 3 17 22 32 No No 3800 1",Accord 2013,2025-09-22T21:15:10.201871,32,,23.857334384829635,90.26868181776742,area_match,medium,['C&A'],[1.0],1,C&A,1.0,value_fast_fashion
"Virtual Fashions Ltd. House51, BlockD, Bamner Tek Main Road Dhaka Dhaka 1230 1711640683 1 11 Yes No 140 1",,Accord 2013,2025-09-22T21:15:10.202290,32,,23.8103,90.4125,default,very_low,['PVH'],[1.0],1,PVH,1.0,other_brands
"Wear Mag Limited C.E. Tower 17th floor plotI,","BlockE, Avenue1, Kalsi Road , Mirpur11Dhaka Dhaka 1216 2 8010120 1 119 No No 325 1",Accord 2013,2025-09-22T21:15:10.202997,32,,23.8223,90.3654,exact_location,high,['PVH'],[1.0],1,PVH,1.0,other_brands
"Members 4 You Clothing Ltd 3671 Senpara parbota Mirpur Dhaka Dhaka Dhaka 1216 2 8020125 No No 2000 No No 1 4A YARN DYEING LTD. Kaichabari, Savar Dhaka Dhaka 2 79111568 3152131 No No 1250 No Yes 5 4s- Park Style Ltd. Durgapur, Ashulia, Savar. Dhaka Saver Dhaka 1341 88 9016954 116 No No 110 1200 No No 2 4S-Park Style Ltd.Plot No. 1529, road No. 92, Block B,",,Accord 2014,2025-09-22T21:15:10.447943,1,,23.8223,90.3654,exact_location,high,"['Gap', 'PVH']","[1.0, 1.0]",2,Gap,1.0,other_brands
"CEPZ,Chittagong Chittagong 2 8952704 413223141 No No 845 No No 5A.G. Dresses Ltd.Plot-9, Block C, Tongi Industrial Area,",,Accord 2014,2025-09-22T21:15:10.448213,1,,23.8103,90.4125,default,very_low,['PVH'],[1.0],1,PVH,1.0,other_brands
51612250 No Yes 4 ABA Fashions Ltd.Sena Kalyan Commercial Complex 2nd,"Floor, Plot  9, Block  F, Tongi, GazipurGazipur Dhaka 1710 88 9801393 119 Yes Yes 1G 1033 No Yes 4 ABANTI COLOUR TEX LTDShashongaon, Plot No- S, A-646, Enayetnagar, FatullahNarayanganj Dhaka 1400 2 7672526 61102103642516 1No No 6000 Yes No 4 Abir Fashions LtdPlot 44, Road 02, Kutubail, Fatullah, Narayanganj, DhakaNarayanganj Dhaka 2 7672782 3172131 No No10,1,2,3,4,5,6 20 301030 Yes No 3 ABLOOM DESIGN LIMITED37, South Shastapur, Upazila Road, Fatullah, NarayanganjNarayanganj Dhaka 1420 2 7630177 118 No No 550 Yes No 1 Aboni Knitwear 169-171, Tatulzhora Hemayetpur Dhaka Dhaka 88 7711948 8172131415161",Accord 2014,2025-09-22T21:15:10.448395,1,,24.01780323051701,90.38308883296395,area_match,medium,['PVH'],[1.0],1,PVH,1.0,other_brands
"728293101No No 3566 No No 6 ACS TOWEL LTD Tetlabo, Rupgonj, Narayangonj Narayangonj 1400 7449593 3122222 No No 400 No No 2 Active Composite Mills Limited Dewan Idris Road, Zirabo, Ashulia, Savar, Dhaka Dhaka 1341 2 82251877 116 No No 1008 Yes No 5 ACTOR SPORTING LTD. PLOT NO33-35 DEPZ. GANAKBARI, SAVAR Dhaka Dhaka 1349 2 7789086 14 No No 1085 No Yes 4 Adhunik Poshak Shilpa LimitedCIVIL ENGINEERS TOWER AVENUE 1,,","INDUSTRIAL PLOT-1, BLOCK E, SECTION 11, MIRPUR, DHAKADhaka Dhaka 1216 2 8010120 119 Yes Yes114, 12 ,11,10,",Accord 2014,2025-09-22T21:15:10.448831,1,,23.8223,90.3654,exact_location,high,"['Esprit', 'PVH']","[1.0, 1.0]",2,Esprit,1.0,other_brands
"Shibpur, Dist- NarsingdiDhaka Dhaka 1600 2 9333274 116 No No 2060 Yes No 2 Advance Sweater Ind. Ltd. 703, Chandana, Joydebpur,Gazipur Gazipur Dhaka 1700 2 9262441 14 No No 1000 No No 1 Advance World Ltd Lalkha Shiar Char, Fatullah, Narayanhanj, Dhaka Dhaka 1400 2 7671073 3152231 No No 436 No No 1 Advanced Composite Textile Limited759, Satmasjid Road, Dhanmondi, Dhaka-","1209, Bangl, NA,Gazipur Dhaka 8152998 No No No No 1 Ags Apparels LtdPlot No. A12 Block-B, BSCIC IA",Accord 2014,2025-09-22T21:15:10.449021,1,,23.7461,90.3742,exact_location,high,['PVH'],[1.0],1,PVH,1.0,other_brands
"Fouzderhat, Sagarika Road2 1712084266 No No No Yes 1 ahmend fashion 341, darussalam road dhaka 1 No No Yes No 1 Ahsan Composite Ltd.Ward - 7, Holding - 99, Block - D, Chandra,",,Accord 2014,2025-09-22T21:15:10.449109,1,,23.8103,90.4125,default,very_low,"['H&M', 'PVH']","[1.0, 1.0]",2,H&M,1.0,premium_fast_fashion
"FloorDhaka Dhaka 2 1817123442 No No No Yes 1Alif Garments Plot 146, Vogra, Gazipur Sadar, Gazipur Gazipur 88 1 No No Yes No 1 ALIF GARMENTS LIMITED HEXA Science Laboratory Road,Dhanmondi,Dhaka DHAKA Dhaka 1205 2 8614656 16 Yes No 11,2,3,4,5,6 575 No Yes 1 Alif Garments Ltd. 2122, Babar Road, Block-B, Mohammadpur Dhaka Dhaka 2 1817123442 No No No No 2 Alim Knit BD Nayapara, Kashimpur, Gazipur. Gazipur Dhaka 1700 88 1 No No No No 2 ALL WEATHER FASHIONS LTD52, shahid tajuddin ahmed sharoni,",,Accord 2014,2025-09-22T21:15:10.540861,2,,23.7571,90.3584,exact_location,high,"['H&M', 'PVH']","[1.0, 1.0]",2,H&M,1.0,premium_fast_fashion
"SavarDhaka Dhaka 2 77021867 21323 No Yes 21 950 Yes No 2 ALLTEX INDUSTRIES LTD Rupganj,, Narayanganj, Narayanganj Dhaka No No No No 1 Alpha Clothing Dharmaganj, Enayet Nagar., Fatullah Narayanganj Dhaka 2 9289271 21724 No Yes170,1,2,3,4,5,6","241,2,31082 No Yes 1 Alpha Knitting Wear Limited888 Shewrapara, 1st  2nd floor Begum Rokeya Shoroni, Mirpur,Dhaka Dhaka 1216 2 7452133 202 118 No No 667 Yes No 2 AMA Syntex LtdPLOT NO 936 TO 939, VILL JARUN, P.O",Accord 2014,2025-09-22T21:15:10.541014,2,,23.6167,90.5333,exact_location,high,['Uniqlo'],[1.0],1,Uniqlo,1.0,premium_fast_fashion
"Savar, Dhaka. BangladeDhaka Dhaka 1349 88 7788835 115 No No 350 No Yes 2Amity design ltd. H-7  9, R-9, Block D, Mirpur-11, Dhaka Dhaka Dhaka 1216 1711520155 16 No No 11,2,3,4,5,6 550 No No 2 Amotex Ltd. Kundolbag, Pukurpar, Yearpur, Zirabo Dhaka Dhaka 2 7792373 No No No Yes 1 AMS International Harican -Nantional University, Gazipur 1815654926 115 No Yes 14 1200 Yes No 1 AMS International Sweaters Ltd. 34,Choydana, National University.Gazipur Gazipur Dhaka 1704 1713005833 No No No No 1 AMS Knitwear Ltd.B468,469, Road 1, BSCIC, Shasongaon,",,Accord 2014,2025-09-22T21:15:10.541631,2,,23.8223,90.3654,exact_location,high,"['C&A', 'PVH']","[1.0, 1.0]",2,C&A,1.0,value_fast_fashion
"Fatullah, Narayanganj, DhakaNarayanganj Dhaka 1400 88 1711534056 15 No No 11,2,3,4 185 Yes No 1 Amtranet Limited Kasba Tower,160,West Rajashon Savar 88 9814200 No No No Yes 3 Anam Garments LtdPlot 66 Road 04 BlockC",,Accord 2014,2025-09-22T21:15:10.541700,2,,23.8103,90.4125,default,very_low,['PVH'],[1.0],1,PVH,1.0,other_brands
"Section12Pollobi Mirpur DhakaDhaka Dhaka 2 9003329 116 No No 322 Yes No 1 Anan Socks Ltd. Mulaid, Mawna, Sreepur, Gazipur Dhaka 2 9801937 111 No No 11 100 No Yes 2 Ananta Apparels Ltd . 136 Elephant Road, Ananta Plaza Dhaka Dhaka 2 8622203 1114 Yes No 11 3500 No Yes 3 Ananta Casual Wear Ltd. Konia, Targasa, KB Bazar Gazipur Gazipur Dhaka 1714023738 21621 No No 3219 No Yes 5 Ananta Denim Nayabari khancpur Sunargaon, Narayanganj Dhaka 1714023738 3132136 No No 1378 No Yes 3 Ananta Denim TechnologyHouse  20, Road  99,Gulshan-2, Dhaka-1 113 No No All 3752 No Yes 1 ANANTA GARMENTS LTD Nischintapur, Ashulia, DEPZ Road, Savar Dhaka Dhaka 2 8913008 12192131415161",,Accord 2014,2025-09-22T21:15:10.541843,2,,23.8223,90.3654,exact_location,high,"['Uniqlo', 'C&A', 'PVH']","[1.0, 1.0, 1.0]",3,Uniqlo,1.0,premium_fast_fashion
"7183No No 1700 Yes No 2 Apex Knit Composite Ltd. Gilarchala, Sreepur, Gazipur Sreepur 1740 88 1712878510 1712878510 13 No No 500 No No 3 Apex Lingerie Ltd. Chandora, Kaliakoir Gazipur Dhaka 1751 88 51204 1413 No No 4000 Yes No 5 Apex Spinning  Knitting Mills Chandora, Kaliakoir Gazipur Dhaka 1750 6 82251204 8162735475161","21131141No No 4300 Yes No 1Apex Textile Printing MillsChandora, Post Shafipur, Thana, Kailakoir DistrictGazipur Dhaka 6 82251204 9152131415161 7181No Yes 12 5306 Yes No 8 Apex Weaving  Finishing MillsBana Shilpa Bhaban 9th Floor, 73 Notijheel, CA, Dhaka 1000Dhaka 1 1172131415161",Accord 2014,2025-09-22T21:15:10.631327,3,,24.01766337347565,90.38118487392352,area_match,medium,['C&A'],[1.0],1,C&A,1.0,value_fast_fashion
"Bangladesh.Dhaka 1216 2 9030814 No No 17 430 No Yes 1Apparel 21 Ltd. Lithe ApparelsAsian Highway, Shanarpar,Shiddergonj,",,Accord 2014,2025-09-22T21:15:10.631618,3,,23.8103,90.4125,default,very_low,['Gap'],[0.86],1,Gap,0.86,other_brands
"university, Vogra, GazipurGazipur Dhaka 1713093731 No No 300 No Yes 1 APS Apparels Ltd.Holding No.106, Ward- 5, Baitur Rahmat,","Mosque Road, E-Faidabad, Atipara, Dokhin",Accord 2014,2025-09-22T21:15:10.632200,3,,23.8103,90.4125,default,very_low,['H&M'],[1.0],1,H&M,1.0,premium_fast_fashion
"Khan, DhakaDhaka Dhaka 1230 88 1811456031 117 No No 1400 Yes No 4APS Design Works Ltd.Holding No.106, Ward- 5, Baitur Rahmat,","Mosque Road, E-Faidabad, Atipara, Dokhin",Accord 2014,2025-09-22T21:15:10.632340,3,,23.8103,90.4125,default,very_low,['H&M'],[1.0],1,H&M,1.0,premium_fast_fashion
"01,Block-A,Section-12,Pallabi,DhakaDhaka Dhaka 1216 2 8050555 1111 Yes Yes 13,4 280 No No 1 Armana Apparel Limited 1Dhaka 88 28812259 1110 No No All 1900 No Yes 2 Armana Fashions 232-234, Tejgaon Industrial Area Dhaka Dhaka 88 1713177166 1110 Yes Yes 19 850 Yes No 2 ARMOUR GARMENTS LTD 97 D.I.T. ROAD, RAMPURA, DHAKA Dhaka Dhaka 1212 2 8311375 117 Yes No 11,2,3,4 900 Yes No 1 AROUND STAR SWEATERS LTD.Hazi A. Azij Super","Market,Bhulta,Rupgonj,NarayangonjNarayanganj Dhaka 2 8414039 41 115 Yes No 1500 No No 3 Arrival Fashion LimitedColomesshor, Board Bazar, Po-National University , P.S Gazipur, Bangladesh, P.O.-",Accord 2014,2025-09-22T21:15:10.632755,3,,23.7639,90.3889,exact_location,high,"['Esprit', 'PVH']","[1.0, 1.0]",2,Esprit,1.0,other_brands
"National UniversiGazipur Dhaka 2 8878718 112 3162131 No No 1433 Yes No 6Arrival Fashions Limited-MirpurPlot10, Road 1, Block Kha, Section 6,",,Accord 2014,2025-09-22T21:15:10.632902,3,,23.8223,90.3654,exact_location,high,['PVH'],[1.0],1,PVH,1.0,other_brands
"7281No No 3300 Yes No 2 Arunima Apparels Ltd.Rising Complex, Plot I10, Block-K,",,Accord 2014,2025-09-22T21:15:10.633015,3,,23.8103,90.4125,default,very_low,['PVH'],[1.0],1,PVH,1.0,other_brands
51 61 73525 Yes No 1 BABYLON CASUALWEAR LTD  ABONI,"FASHIONPlot  23-24, Union  Tetulzhora, Hemayetpur, SavarDhaka Dhaka 2 8023495 11172331415161",Accord 2014,2025-09-22T21:15:10.732399,4,,23.85927640118232,90.27213989079698,area_match,medium,['C&A'],[1.0],1,C&A,1.0,value_fast_fashion
"TongiGazipur Dhaka 2 9816880 21721 No No 2800 No No 7 BHML INDUSTRIES LTD.KAMARJURY, NATUN BAZAR, NATIONAL",,Accord 2014,2025-09-22T21:15:10.921722,5,,23.8103,90.4125,default,very_low,['H&M'],[1.0],1,H&M,1.0,premium_fast_fashion
"UNIVERSITYGazipur Dhaka 1704 2 9293741 3122432 No No 2100 Yes No 2 Bhml Sweaters Ltd. Shorifpur, National University, Gazipur. Gazipur Dhaka 1704 88 1711218753 115 No Yes 10,1,2,4 1250 No Yes 5 Bhuyan Warmtex Pvt. Ltd. Kadda Nandun, Kadda Bazar, Gazipur, Dhaka Gazipur Dhaka 1346 88 1911693459 314 21 31 No No10,1,2,3 20",,Accord 2014,2025-09-22T21:15:10.921803,5,,23.8103,90.4125,default,very_low,['H&M'],[1.0],1,H&M,1.0,premium_fast_fashion
"Comilla -3500, BangladeshComilla EPZ Chittagong 3500 88 72565 11 No No 11 350 No Yes 1 Body Fashion Naogorkadda konabari,Gazipur,dhka Gazipur Dhaka 1720213346 116 No No 1135 Yes No 3 Bodystretch Bangladesh Ltd Tengury Zirani Bazar Holding 80 Dhaka Dhaka 1776330333 16 No No No Yes 2 Bonded Fashion Ltd. Shataish Gazipura , Tongi , Gazipur Gazipur Dhaka 1712 2 9816961 415213141 No Yes10,1,2,3,4  20 ",,Accord 2014,2025-09-22T21:15:10.922196,5,,23.8103,90.4125,default,very_low,['Uniqlo'],[1.0],1,Uniqlo,1.0,premium_fast_fashion
"Bangladesh.Dhaka 1217 8415103 116 Yes Yes 411 No No 2BP Wears B-189, BSCIC Industrial Estate, Tongi Gazipur 1710 9815309 114 Yes Yes 1G,1,2,3 1125 No Yes 1 BRANDIX CASUALWEAR BANGLADESH Plot 61-71  85, E.P.Z Comilla Chittagong 88 71082 51121314151 No No 3000 Yes No 2 Britex Sportswear LtdParijat, Konabari, Gazipur,Dhaka, Gazipur Dhaka 1700 9298880 117 No No 11, 2, 3, 4, 5 700 Yes No 2 BROTHERS FASHION LTD 29, Karwan Bazar, Dhaka Dhaka Dhaka 1215 1 1 1111 No No 1000 No Yes 2 CA Knitwear Ltd. Bhobanipur, Gazipur, Dhaka Gazipur Dhaka 1700 88 9860445 313, 13, 11 No No 1200 No No 5 Cadtex Garments Ltd Kutubail, Fatullah Narayanganj Dhaka 88 1678039911 17 21 No No 1925 No Yes 2 Caesar Apparels EXTENSIONBISIC INDUSTRIAL AREA, BLOCK-A, PLOT",,Accord 2014,2025-09-22T21:15:10.922475,5,,23.8979,90.4026,exact_location,high,"['C&A', 'PVH']","[1.0, 1.0]",2,C&A,1.0,value_fast_fashion
"A2, TEA BOARD, BAIZIDChittagong Chittagong 4210 31 2584409 No No 319 No Yes 1 CAESAR APPARELS LIMITED.82, NASIRABAD INDUSTRIAL AREA, BAIZID","BOSTAMI ROAD.Chittagong Chittagong 4000 31 2584003 16 No No 1248 Yes No 1 CALM DENIMS LIMITED289-ASHRAF ALI ROAD, KOTWALI,",Accord 2014,2025-09-22T21:15:10.922517,5,,22.252231353231117,91.80315890176017,area_match,medium,['C&A'],[1.0],1,C&A,1.0,value_fast_fashion
"CHITTAGONG.Chittagong 31 625172 No No No No 1 Camio USA Knitwear Ltd. Kadda Nandan,Kadda Bazar , Joydebpur Gazipur Dhaka 1700 88 1713490252 21321 No No 10,1,220 650 No No 1 Camlet Fashions Ltd 24Ka shahid minar road, Kallayanpur 2 9010708 No No No Yes 1 Canvas Garments Pvt Ltd301,North Nasirabad IA ,Baizid Bostami","Road,Chittagong-4209,BangladeshChittagong 88 1730313118 116 No No 830 No Yes 1",Accord 2014,2025-09-22T21:15:10.922629,5,,23.9989,90.4203,exact_location,high,['C&A'],[1.0],1,C&A,1.0,value_fast_fashion
"Capital Poshak Ltd.House  18 Road  34 Sector  7, Uttara ",,Accord 2014,2025-09-22T21:15:11.021585,6,,23.8759,90.3795,exact_location,high,['C&A'],[1.0],1,C&A,1.0,value_fast_fashion
"Dhaka - 1230 - BangladeshDhaka Dhaka 1230 88 79124613 515 23 3243 57 No No 12 24, 5, 7 1590 No Yes 1 Capri Apparels LtdB-193 BSCIC Industrial Estate , Tongi Gazipur Dhaka 1710 2 8118129 116 No No 1590 No No 6 Capri Garments B-193, BSCIC Ind.Estate, Tongi, Gazipur 88 1817298625 116 No No 13,5 476 No Yes 3 Carlos Leather Fashion Ltd. Teknog Para, Joydebpur, Gazipur Gazipur Dhaka 1702 88 1713246407 112 No No 1000 Yes No 1 Cassiopea Apparels Ltd 10087 Bokran Gazipur Dhaka 88 682555266 51721314151 No No 1124567 2155 Yes No 2 Cassiopea Clothing Ltd Plot  1098, Ahalia, Torag Dhaka Dhaka 1230 2 7671112 3 116 No No 400 Yes No 1 Cassiopea Fashion Ltd Bokran, Monipur, Vobanipur Gazipur Dhaka 2 8618220 7 51721314151 No No 1124567 3034 Yes No 4 Cassiopea Garments Ltd PKA Cassiopea",,Accord 2014,2025-09-22T21:15:11.021815,6,,23.8979,90.4026,exact_location,high,['C&A'],[1.0],1,C&A,1.0,value_fast_fashion
"Fashion Ltd Unit 4LK Plaza, Holding No.-90, Dakkinkhan Dhaka Dhaka 2 7672713 14 117 No No 1G,2,4,5 1303 Yes No 1 Centex Textile  Apparels Ltd.C.B. 2303, Kachukhet, Puran Bazar, Dhaka","CanttDhaka Dhaka 2 9870067 116 No No 1600 No Yes 5 CENTURY_1314289Masdir, Fatulah Naryaangong 1400 Dhaka",Accord 2014,2025-09-22T21:15:11.021863,6,,23.8103,90.4125,district,low,['C&A'],[1.0],1,C&A,1.0,value_fast_fashion
"30,1 40498 No Yes 1 Chrowdhury Garments Ltd. Taknogpara, Chandana, Gazipur Sadar, Gazi Gazipur Dhaka 1000 88 1819153180 No No 210 No No 1 Chunji Knit ltd. Satarkul Road, North Badda Plot No. 81-82 Dhaka Dhaka 1212 2 9884668 1525 No No 1800 No No 4 Chunji KnitBD Ltd 81-82,Satarkul ,Badda,Dhaka 2 9884905 21615 No No 1950 No No 2 CIDATEX APPAREL LIMITEDWard  07, Holding  J-01, Chandra, Gazipur Dhaka 88 1711533586 17 No No 17 2, 3 421 No Yes 2 CITADEL APPARELS LTD. KUNIA,K.B.BAZAR,JOY BANGLA ROAD 88 9291712 No No No No 1 CIVIC APPARELS LTD Plot 3,, Factory Road,, Gazipur Gazipur Dhaka 88 1 No No No Yes 1 Civic Fashion LtdPlot 17-18, Road  04, Section  07. Mirpur","IArea,Dkaka - 1216,1715049395 116 No No 16 648 Yes No 1 CLAMOONPlot 4, Block I, Road 6, Section 7, Mirpur,",Accord 2014,2025-09-22T21:15:11.022456,6,,23.8223,90.3654,exact_location,high,['PVH'],[1.0],1,PVH,1.0,other_brands
"DhakaDhaka Dhaka 1216 88 1 117 No No 1000 No Yes 1 clamoon garments ltd Plot No. 4, Block-I, Road No. Dhaka 1712748234 No No Yes No 1 Classic Shirts Ltd. Ka  76, Joar Shahara Bazaar, Badda, Dhaka Dhaka Dhaka 1229 2 8413358 118 No No 914 No Yes 3 Claxton Apparels  Textiles Ltd. Tarabo  Rupgong Narayangonj. Narayanganj Dhaka 2 672588445 114 No No 930 No No 3 Claxton Apparels Textiles Ltd. Hatipara, Tarabo, Rupgonj, Narayangonj Narayanganj Dhaka 1360 88 9895100 114 No No 1000 No No 1 Clifton Cotton MillsCad Plot D28,28D2 Char Rangamatia","Kalurghat Chittagong 4208CHITTAGONG 2 1911314170 16 No No 1085 No Yes 2 CLIFTON TEXTILES  APPARELS LTD180, Baizid Bostami Road,, Nasirabad",Accord 2014,2025-09-22T21:15:11.022629,6,,22.3712,91.8934,exact_location,high,"['C&A', 'PVH']","[1.0, 1.0]",2,C&A,1.0,value_fast_fashion
"GazipuraGazipur Dhaka 2 7788982 118 No Yes 180,1,2,3,4 1465 No Yes 3 Cotton Harvest LTD 1Dhaka Dhaka 1705 88 9291558 1 No No 1360 Yes No 1 Cotton Power Excel Knit. Ltd.Sayed M Hossain Road, Police Line West","Isdire, Fatullah, 1400, Narayanganj, BD2 7632224 No No No No 1 Crazy Fashions LimitedC.E. Tower 15th  16th floors plot-I, Block- E, Avenue-1, Kalsi Road, Mirpur-11Dhaka Dhaka 1216 88 9127421 1119 No Yes 116, 15, 14, 13 650 Yes No 2 CREATIVE SWETERS PVT LTD. UNIT -2IA , SHILPA PLOT, DARUS SALAM ROAD,",Accord 2014,2025-09-22T21:15:11.133032,7,,23.8223,90.3654,exact_location,high,"['Esprit', 'PVH']","[1.0, 1.0]",2,Esprit,1.0,other_brands
"MIRPUR-1, DHAKA-1216Dhaka Dhaka 1216 2 9003711 107 119 No No 12,3,4,5,6,7,8,9 1350 Yes No 2 Creative Woolwear 3B Darus Salam Road Dhaka Dhaka 88 172231862 21522 No No 1522 954 No Yes 5 CRESCENT FASHION AND DESIGN LIMITED Beximco Industrial Park, Sarabo, Kashimpur Gazipur Dhaka 2 8618220 415213141 No No 4900 No Yes 5 Crony Tex Sweater Ltd.Plot No. 190-193, 206-209, Block B, BSCIC",,Accord 2014,2025-09-22T21:15:11.133242,7,,24.0234,90.3912,exact_location,high,['PVH'],[1.0],1,PVH,1.0,other_brands
"Mirpur, DhakaDhaka Dhaka 1216 88 1 118 Yes No 16,7,8 450 No Yes 1 Crosswear Industries Ltd.Durgapur, Kathgora Bazar, PO Zirabo,",,Accord 2014,2025-09-22T21:15:11.133450,7,,23.8223,90.3654,exact_location,high,['Gap'],[1.0],1,Gap,1.0,other_brands
"0,1,2,4,5,6,74618 No No 12Crown Knitwear Ltd Plot 781-782, Vogra, Joydebpur, Gazipur Gazipur Dhaka 1702 1 1 No No 1500 No Yes 4 Crown Wears Pvt. Ltd.Jamirda, Seedstore, Habirbari, Bhaluka,","MymensinghMymensingh Dhaka 2240 2 9261233 113 No No 2150 No Yes 3 Crystal Apparels Pvt.Ka-156, Rasulbagh, Mohakhali, Ka-156,",Accord 2014,2025-09-22T21:15:11.133599,7,,23.8103,90.4125,district,low,['H&M'],[1.0],1,H&M,1.0,premium_fast_fashion
"Rasulbagh, Mohakhali, DhakaMohakhali 1212 88 8827276 118 Yes Yes 13,8 461 Yes No 1 Crystal Composite Ltd Khajur Bagan, Ashulia Ashulia Dhaka 1341 88 9012979 21116 No No 500 No No 5 Crystal Industrial Bangladesh Sa Plot 2013 Kewa Sreepur Gazipur. GAZIPUR 2 29261683 12 No No 1255 Yes No 1 Crystal Martin Apparel Bangladesh Limited203, Habirbari, Seedstore, Valuka,",,Accord 2014,2025-09-22T21:15:11.133732,7,,24.2198,90.4125,exact_location,high,['Walmart'],[0.88],1,Walmart,0.88,mass_market
"MymensinghMymensingh Dhaka 88 1678031198 111 No No 1183 Yes No 1 CUTTING EDGE INDUSTRIES LTD. 1612, Dakhin Salna, Salna Bazar, Sadar Gazipur Dhaka 2 9205131 3162331 No No 2700 Yes No 5 DS PRETTY FASHIONS LTDPretty Square, South Salna, Joybedpur,",,Accord 2014,2025-09-22T21:15:11.133794,7,,23.8103,90.4125,default,very_low,['H&M'],[1.0],1,H&M,1.0,premium_fast_fashion
"DhakaDhaka Dhaka 1216 2 9132934 1110 Yes Yes 17, 2850 Yes No 4 Delicate Garments LTD. Rajaghat, Rajfulbaria, Savar, Dhaka Dhaka Dhaka 2 8153681 No No No Yes 3 Delicate Knitwears Limited Rajaghat, Rajfulbaria Savar Dhaka Dhaka Dhaka 1207 0 888417478 117 No No 543 No No 1 DELMAS APPARELS pvt LIMITED PLOT 05, SECTOR 2A, ROAD 1, CEPZ Chittagong Chittagong 4214 31 740974 103 15 No No 1250 No Yes 2 Deluxe Apparels Ltd. 14ka, Ring Road,Shyamoli DHAKA Dhaka Dhaka 1207 1 1 No No No No 1 DELUXE FASHIONS LTD.178179 BAIZID BOSTAMI ROAD, P.S.","BAIZID,CHITTAGONG 4210 31 684413 618253648 No No11, 2, 3, 4, 5, 6",Accord 2014,2025-09-22T21:15:11.222680,8,,22.25,91.8,exact_location,high,['C&A'],[1.0],1,C&A,1.0,value_fast_fashion
"20No No No Yes 1 DHAKA PULLOVER LTD. 63.GOLARTEK,MINEUR DHAKA Dhaka Dhaka 2 9252746 No No No No 1 Dhaka Socks manufacturing Co. Ltd.Plot  06, Dewan Edris Road, Zerabo,","Ashulia SavarDhaka 2 7792543 113 No No 13 75No Yes 1 Dhakarea LtdPlot 23-27, New DEPZ Extension Zone, Ganakbari, Ashulia, SavarDhaka 2 7789709 3112234 No No 3345 No Yes 3 Dharla Fashions Limited698699 SHARIF PUR, NATIONAL UNIVERSITY, GAZIPUR, BANGLADESH1 1 No Yes 13,5 440 No Yes 1 DICA TEX LTDHouse 49 Road 13, Sector 11, Uttara Dhaka",Accord 2014,2025-09-22T21:15:11.223172,8,,23.8759,90.3795,exact_location,high,"['C&A', 'PVH']","[1.0, 1.0]",2,C&A,1.0,value_fast_fashion
