source,page,factory_name,file,organization,year,matched_brands,address,latitude,longitude,geocoded,brand,num_workers,district
Accord 2016,17.0,"Masco Industries Ltd (composite unit) 221-223 Khartail, Shataish Road, Tongi, Gazipur 2 98150412 No No Yes No 4",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,"Primark, Walmart",Gazipur,23.9997558,90.4173629,Yes,,,
Accord 2016,17.0,"Mascot Fashion Ltd 146, DEWAN IDRIS ROAD, ZIRABO, ASHULIA, Ashulia Dhaka 88 1 11/7; No Yes 1/B,G,2,3,7 850Yes No 3",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,,DHAKA,23.7643863,90.3890144,Yes,,,
Accord 2016,17.0,"MASCOT GARMENTS LTD No 146, Dewan Idris Road, Zirabo, Ashulia, Dhaka Dhaka 0 7791582 No No Yes No 3",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,,Dhaka,23.7643863,90.3890144,Yes,,,
Accord 2016,17.0,"MASCOT KNIT LTD 146,DEWAN IDRIS 1817296730 No No No Yes 1",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,Walmart,"ROAD,ZIRABO,SAVAR,DHAKA",23.8964536,90.2708622,Yes,,,
Accord 2016,17.0,"Masihata Sweaters Ltd South Panishail, BKSP, Kashimpur Gazipur Dhaka 1349 2 7788316 71/6;2/6;3/1;4/1;5/1;6/1; No No 8300Yes No 11",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,,"Mastrade Helal Complex (4th-6th Floor), Plot # 72 Gazipur Dhaka 2 9261047 1/6; No No 1530No Yes 2",,,No,,,
Accord 2016,17.0,"Mavis Garment Ltd. Mouza, Chandora, Jaydevpur Chow Rasta, Gazipur Dhaka 1700 88 1 21/8; No No 1/G,1,2; 603Yes No 7",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,,"Joydebpur, Gazipur 1700, dying : Shafi",,,No,,,
Accord 2016,17.0,"Medlar Apparels Ltd East Narsinghapur, Union - Yearpur, Ashulia, 1973438712 No No No Yes 1",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,,"Savar, Dhaka - 1341",23.8477,90.2587,Yes,,,
Accord 2016,18.0,"MHC(Pvt)Ltd House # 34 &36,Road #18,Block- 2 8827584 8811998 No No No Yes 1",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,,"J,Banani,Dhaka-1213",,,No,,,
Accord 2016,18.0,"MIM Dresses Ltd. Majukhan, Road # 3 (Khudabo road), Block # Gazipur 1710 2 1678929121 No No No Yes 1",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,,"A, Holding # RS 3362, Pubail, Gazipur,",,,No,,,
Accord 2016,18.0,"MIM Sweaters Limited Bashan Sarak Bazar, Vogra, Gazipur, 1 11/1; No No 1/1; 1000Yes No 1",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,Primark,Bangladesh,24.4769288,90.2934413,Yes,,,
Accord 2016,18.0,"Misami Garments Ltd 822/3 BEGUM ROKEYA SHARANI, Dhaka Dhaka 2 8053418 11/9; No No 1200Yes No 6",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,,"Mission Fashion Surabari, Kashimpur, Gazipur 1346- Gazipur Dhaka 1346 88 8950081 22/2; No No 2/2; 450Yes No 4",,,No,,,
Accord 2016,18.0,"Mitali Fashions Ltd. Hatimara Road, Barenda, Kashimpur, Dhaka Dhaka 1206 2 9297771 31/6;2/4;3/6; No No 1/6;2/4;3/6 1500Yes No 11",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,Primark,"Gazipur, Gazipur District,",23.9997558,90.4173629,Yes,,,
Accord 2016,18.0,"MK APPARELS LTD (MATSUOKA APPARELS) PLOT-60, ROAD-7,WARD-4,BLOCK-4, Dhaka Dhaka 1341 1730071333 21/6; No No All 2000 0",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,Primark,"Kumkumary, Ashulia, Savar, Dhaka.",,,No,,,
Accord 2016,18.0,"Mondol Fashions Ltd. Rashid Tower, Tongabari, Ashulia, Savar, Dhaka Dhaka 1341 2 98136846 No No 1200No Yes 2",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,,Dhaka,23.7643863,90.3890144,Yes,,,
Accord 2016,18.0,"Moonlux Knit Garments Ltd. 7504 - 7505 Waxbill Plaza, Sumilpara, Naranyanganj Dhaka 2 8399624 11/4; No No 1/4; 565Yes No 2",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,,"MOTALEB MONOWARA COMPOSITE Kutubain, Fatllah Narayanjong Naranyanganj Dhaka 1420 2 764758 31/7;2/3;3/2; No No 1500No Yes 1",,,No,,,
Accord 2016,18.0,"MP Sweaters LTD Baranda, Kashimpur, Gazipur Sadar, Gazipur, 1726397988 11/4; No No 1/4; 500 0",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,Primark,Bangladesh,24.4769288,90.2934413,Yes,,,
Accord 2016,19.0,"MUAZUDDIN TEXTILE LTD PLOT # 235/236, EAST CHANDURA, SHIFIPUR, Gazipur Dhaka 1751 2 9891363 41/7;2/7;3/7;4/7; No No 6000Yes No 19",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,Primark,"KALIAKOR, GAZIPUR",,,No,,,
Accord 2016,19.0,"Mukul Knitwear Limited Konabari, Nilnagar, Gazipur Sadar , Gazipur , Gazipur Dhaka 2 9297137 11/5; No No 532Yes No 2",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,Primark,Bangladesh.,24.4769288,90.2934413,Yes,,,
Accord 2016,19.0,"N.A Garments Plot # 36, Road # 46, Gulshan North C/A, Dhaka Dhaka 1212 2 29884649 11/6; No No 620No Yes 1",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,,Dhaka,23.7643863,90.3890144,Yes,,,
Accord 2016,19.0,"NAAB FASHIONS LTD KA-220/12 (3RD & 4TH FLOOR), KHILKNET, Dhaka Dhaka 1229 88 189250493 No No 1/3,4; 630Yes No 3",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,,"NAMAPARA., DHAKA 1229",23.8324001,90.4322006,Yes,,,
Accord 2016,19.0,Naba Knit Composite Ltd. Naba Knit Composite Ltd. Zamgora EPZ Road Ashulia Dhaka 88 1711568575 11/6; No No All 1000Yes No 2,accord_2016.pdf,Accord on Fire and Building Safety,2016.0,Walmart,"Ashulia, Dhaka, Bangladesh",,,No,,,
Accord 2016,19.0,"Nafisa Apparels Limited Plot No: - A-9/10/11, BSCIC I/A, Kalurghat, Kalurghat Chittagong 3343 1818517490 No No 889No Yes 3",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,,"Chandgaon, Chittagong.",22.3786591,91.8467885,Yes,,,
Accord 2016,19.0,"NAKS DESIGN LTD ROAD # 02, LANE # 03 PLOT # 500/505, BSCIC 88 7670501 No No 1",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,"C&A, Walmart","I/A FATULLAH, NARAYANGANJ",23.6709842,90.4836394,Yes,,,
Accord 2016,19.0,"Nar Sweaters Limited 747, Jajhor, National University, Thana- Gazipur Dhaka 1704 0 981334808 11/6; No No 830Yes No 1",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,,"Joydevpur,Dist-Gazipur.",,,No,,,
Accord 2016,19.0,"NAZ KNIT WEAR LTD. ANWAR PLAZA, GANAKBARI,SAVAR, Savar Dhaka 1349 88 7789624 11/5; No No 1/5; 850Yes No 1",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,"Primark, Walmart","DHAKA,BANGLADESH",23.6964629,90.4262891,Yes,,,
Accord 2016,19.0,"Needle Apparels NISCHINTOPUR,P.O:MOUCHAK,P.S: Gazipur 1704 88 1911323102 11/1; No No 350Yes No 1",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,C&A,"KALIAKOIR,GAZIPUR,BANGLADESH",,,No,,,
Accord 2016,19.0,"Needle Drop Ltd 50, Chamdpara, Basin Road, Joydevpur Gazipur Dhaka 2 8900158 51/3;2/1;3/1;4/1;5/1; No No 900Yes No 6",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,,"national university, Joydevpur, Gazipur",,,No,,,
Accord 2016,19.0,"Needle Touch Garments Ltd. Helal Complex (2nd floor), Mogarkhal, Joydebpur 1700 88 1730713404 21/2; No Yes 1/2; 895No Yes 1",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,"Primark, Walmart",Gazipur,23.9997558,90.4173629,Yes,,,
Accord 2016,19.0,"New Era Fashions MFRS.(BD) Ltd Plot # 10,11 &12 (Part) ,Sector # 8 ,Road #3 Chittagong Chittagong 4223 31 740838 740826 11/3, No No 1/3, 700Yes No 1",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,C&A,"CEPZ, Chittagong, Bangladesh.",,,No,,,
Accord 2016,19.0,"New Line Clothings Ltd Plot No.1945, Kouchaukuri, Kamrangachaia, Gazipur Dhaka 2 80234956 11/5; No No 1850Yes No 6",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,,"Mouchak, Kallokoir, Gazipur",,,No,,,
Accord 2016,19.0,"New Star Fashions Ltd. Plot No-98 (2nd Floor), Chaydana, National Gazipur Dhaka 29291592 No No 375No Yes 1",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,,"New Time Fashion house# 703,Notun Nagar, Ganak Dhaka 2 1748888120 No No 300No Yes 1",,,No,,,
Accord 2016,20.0,"NIGHTINGALE FASHION LTD Plot A 84/85 BSCIC Ind Estate, Konabari, Gazipur Dhaka 1346 2 9297190 11/8; No No 900Yes No 2",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,"Primark, Walmart",Gazipur,23.9997558,90.4173629,Yes,,,
Accord 2016,20.0,"Nipa Knitwear Company Selina Tower, Holan Road, Islam Bag, Dhaka, Islam Bag Dhaka 1230 2 1711521073 No No Yes No 3",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,Primark,Bangladesh,24.4769288,90.2934413,Yes,,,
Accord 2016,20.0,"NIPPON GARMENT INDUSTRIES LTD. Auchpara ,, Tongi , , Gazipur – 1711 ,, 1 1 No No Yes No 1",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,Primark,Bangladesh,24.4769288,90.2934413,Yes,,,
Accord 2016,20.0,"Norban Comtex Ltd. Mouza Sarabo, Chakarborti, Kashimpur, Gazipur Dhaka 2 8833414 61/5;2/3;3/1;4/1;5/1;6/1; No No 1700Yes No 5",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,"Primark, Walmart",Gazipur,23.9997558,90.4173629,Yes,,,
Accord 2016,20.0,"Northern Corporation Limited Plot # 43-45,BSCIC I/A, Tongi, Gazipur Gazipur Dhaka 1710 88 1833313626 41/5; No No 1250Yes No 1",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,,"Northern Fashion Plot 16-18 Dakkin Panishail,EPZ kaliakur Gazipur Dhaka 1819813951 31/7;2/4;3/4; No No 1970Yes No 9",,,No,,,
Accord 2016,20.0,"Nurani Dyeing & Sweater Ltd. Fatehpur, 2 No Shorshodi Union, Dhaka Chittagong Chittagong 2 9887507 1 No No 600No Yes 1",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,,"Chittagong Road, Feni",22.8051075,91.3873445,Yes,,,
Accord 2016,20.0,"Oishi fashion ( pvt) ltd. Shaheen complex,(3rd floor) 23, shataish Gazipur Dhaka 1712 2 6557258 11/6; Yes Yes 1/2,3 475Yes No 1",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,,"road,gazipura,tongi, gazipur.",23.9152453,90.3828377,Yes,,,
Accord 2016,20.0,"OLIO APPARELS LIMITED K.R.C BHABAN, 1/1 North Kamlapur, Dhaka 2 9343738 No No Yes No 2",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,,"One Composite Mills Bishuya Kuribari, Mirzapur Thana, Gazipur Gazipur Dhaka 1703 2 9289514 No No 2300Yes No 2",,,No,,,
Accord 2016,20.0,"OPTIMUM FASHION WEAR LTD Shashongaon, Enayet Nagar, Fatulla, Naranyanganj Dhaka 1420 2 7670181 1 No No 450Yes No 2",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,Primark,Narayanganj,23.6236732,90.4988075,Yes,,,
Accord 2016,20.0,"ORCHID GARMENTS LTD 181, DEGERCHALA ROAD, SOYDANA 1 1 No No Yes No 4",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,C&A,"NATIONAL UNIVERSITY, GAZIPUR 1701",23.9503359,90.3805711,Yes,,,
Accord 2016,20.0,"ORIENTAL FASHION LTD DOSAID COLLEGE ROAD, ASHULIA, SAVAR 88 1713013874 No No 1",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,"Primark, Walmart","DHAKA, BANGLADESH",23.6964629,90.4262891,Yes,,,
Accord 2016,20.0,"Oriental Wool Wears Limited (RED LAND South Panishile,Zirani Dhaka Dhaka 1911118882 3 No No Yes No 1",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,,"IMPORT-EXPORT (HK) trading) Bazar,Kasimpur,Gazipur",,,No,,,
Accord 2016,20.0,"ORNATE INTERNATIONAL LTD/ (LIM) ASHA PLAZA, 4TH FLOOR, HEMAYETPUR BUS Dhaka 88 1733695286 1/4; Yes Yes 1/4; 600No Yes 2",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,"C&A, Walmart","STAND SAVAR, DHAKA, BANGLADESH",,,No,,,
Accord 2016,20.0,"Ornate Knit Garments Industries ltd Dewan Idris Road, Boro Rangamatia, Ashulia, Dhaka Dhaka 1342 1730000153 31/6;2/7;3/5; No Yes 1/1-5; 2/0,3,5,6; 795Yes No 2",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,Walmart,"Savar, Dhaka, Bangladesh 3/0,2,4",,,No,,,
Accord 2016,20.0,"ORNOB FASHION WEAR LIMITED KATHORA, GACHHA, NATIONAL UNIVERSITY, Gazipur Dhaka 1704 2 9293801 31/1;2/1;3/1; No No All 577Yes No 2",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,"Primark, Walmart","JOYDEPPUR, GAZIPUR",,,No,,,
Accord 2016,21.0,"Paddocks Jeans Ltd. Plot # 59-60, Dhaka Export Processing Zone Dhaka Dhaka 1349 2 7742849 11/3; No No 2350Yes No 3",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,,"(DEPZ), Ganakbari, Savar",23.9493667,90.26815,Yes,,,
Accord 2016,21.0,Padma Satel Arab Fashions Ltd Luna complex (6 and 7th floor)Joybangla Dhaka Dhaka 1704 2 9292226 11/2; Yes Yes 1/2; 1220No Yes 1,accord_2016.pdf,Accord on Fire and Building Safety,2016.0,C&A,"Road, Borobari,Gazipur.",,,No,,,
Accord 2016,21.0,"Padma Wears Ltd. Plot # 25, Sector # 1, Road #4, CEPZ, Chittagong Chittagong 2 740288 11/4; No No 950Yes No 1",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,,Chittagong,22.333778,91.8344348,Yes,,,
Accord 2016,21.0,"PAN PACIFIC SWEATERS LTD Pretty Square , South Salna, Joybedpur, Gazipur Dhaka 1706 2 8911078 11/2; No Yes 1/2; 920No Yes 1",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,"Primark, Walmart",Gazipur,23.9997558,90.4173629,Yes,,,
Accord 2016,21.0,"Panagea Fahion Wear Ltd. 10/2 Gazi pear prathomik Biddaly Road.Baro Gazipur Dhaka 1711 2 9816419 1/5; Yes Yes 1/4,5; 655 0",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,Walmart,"Dewra,Tongi,Gazipur",23.9055792,90.3772808,Yes,,,
Accord 2016,21.0,"PANSHI KNIT PVT.LTD. 1/B SATAISH KHAPARA ROAD, TONGI- Tongi Dhaka 1710 88 1713013661 1 No Yes 600 0",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,C&A,"GAZIPUR,BANGLADESH",,,No,,,
Accord 2016,21.0,"PANTALOON JEANS LTD Plot-33-37, Milk Vita Road, Section-7, Mirpur, Dhaka Dhaka 1216 2 9015853 11/8; No No 500Yes No 1",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,,Dhaka,23.7643863,90.3890144,Yes,,,
Accord 2016,21.0,"PAPILLON KNIT APPARELS LTD Adamjee Road, Azibpur , Siddharganj , Naranyanganj Dhaka 1430 2 7694321 21/5;2/3; Yes Yes 1/0,2,3,4; 2/0; 750Yes No 1",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,Primark,Narayanganj,23.6236732,90.4988075,Yes,,,
Accord 2016,21.0,"Parity Fashion Ltd. Chowdhury Bari, Godnayle, Narayanganj - Naranyanganj Dhaka 1432 2 1712304679 No No Yes No 1",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,Primark,"1432, Bangladesh",22.6839448,91.789139,Yes,,,
Accord 2016,21.0,"Parkscene Bangladesh Ltd. Kunia KB Bazar, Gazipur Sadar Gazipur Dhaka 1704 2 9291361 21/6;2/4; No No 1400Yes No 6",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,,"Parkstar ( Parkzone) Kunia, Gazipur 88 9291361 No No Yes No 4",,,No,,,
Accord 2016,21.0,"Pawla Knitwear PTV., Ltd. Isdair, Fatullah, Narayangong, Fatullah Naranyanganj Dhaka 1400 2 7630641 11/8; No No 753Yes No 5",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,C&A,"Narayangong, Dhaka",,,No,,,
Accord 2016,21.0,PEARL GARMENTS LTD PALASHBARI NABINAGARASHULIA Dhaka Dhaka 1349 2 1 No No No Yes 1,accord_2016.pdf,Accord on Fire and Building Safety,2016.0,,SAVARSAVARDhaka,,,No,,,
Accord 2016,21.0,"Pearl Prince Apparels Ltd Plot No.14, Block-A, Squed Road, Cherag Ali Gazipur Dhaka 1711 88 1943047230 11/8; No No 1500Yes No 4",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,Walmart,"Road, Tongi, Gazipur",23.9149932,90.4073281,Yes,,,
Accord 2016,21.0,"PENTAGON KNIT COM LTD CAPITAL CO-OPERATIVE HOUSING SOCIETY, Gazipur 88 9814646 11/3; No No 900No Yes 3",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,,"HOUSE#1, ROAD#9, PAGAR, TONGI, GAZIPUR,",,,No,,,
Accord 2016,21.0,"PERFECT SWEATERS LTD 923 (4TH FLOOR) BEGUM ROKEYA SARANI Dhaka 1216 88 8056574 1/8; Yes Yes 1/6,8; 750 0",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,,"ROAD, SHEWRAPARA, MIRPUR, DHAKA-1216,",,,No,,,
Accord 2016,21.0,"PINAKI GARMENTS LTD. A.G. TOWER, PLOT NO. - 9, BLOCK - C, TONGI 88 8924030 No No Yes No 7",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,,"INDUCTRIAL AREA HIMARDIGHI, GAZIPUR",,,No,,,
Accord 2016,21.0,"Pinaki Seha Industries Ltd. Plot# 09, Block-C, Tongi, I/A, Himardighi, Dhaka 1710 2 9812889 1/8; No No 1/8; 2800 0",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,"Primark, Walmart","Tongi, Gazipur.",23.9788269,90.3802318,Yes,,,
Accord 2016,21.0,"Pioneer Apparels Limited Ramjan Nesa Super Market,142 Senanibash Dhaka 1216 2 17300212223 11/6; Yes No 1/1,2,3,4,5; 2500Yes No 3",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,,"Road,Mirpur-12,Dhaka",23.8266016,90.3702393,Yes,,,
Accord 2016,21.0,"Pioneer Dresses Ltd. 7/A, Sholashahar Light Industrial Area,, Baizid Chittagong Chittagong 4210 31 683675 104 11/6;2/2; No Yes 1/4, 5, 6; 934Yes No 1",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,,"Bostami Road,, Chittagong",22.360544,91.8271635,Yes,,,
Accord 2016,21.0,"Platinum Fashions Wear Ltd Unit-02 Malancho Nagar, Police Line, Tagarpar, Naranyanganj 1420 2 7645712 11/1; No No 100 0",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,Walmart,"Fatullah, Narayanganj-1420.",,,No,,,
Accord 2016,22.0,"POSMI SWEATERS LTD. Dhaka Road, Chandona Chowrasta, Gazipur Gazipur Dhaka 1702 2 9262648 31/1;2/1;3/1; No No All 1600Yes No 7",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,"Primark, Walmart","Sadar, Gazipur",23.993742,90.42485,Yes,,,
Accord 2016,22.0,"POWERTEX FASHIONS LTD Ayesha Tower, Kamarjuri, National Gazipur Dhaka 1678074727 11/7; No No 1/7; 250Yes No 1",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,,"University, Gazipur",23.9532087,90.3798257,Yes,,,
Accord 2016,22.0,"Pretty Sweaters Ltd. Plot # 222, Gacha, Chaydhana Gazipur 1704 1 711594151 11/9; No No 1000No Yes 5",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,,"Pride Group N. Islam Centre, Mazar Road, Dakkhin Khan, Dhaka 1230 88 1715192059 11/6; No No 709Yes No 1",,,No,,,
Accord 2016,22.0,"Prime Sweater Ltd. Helal Complex,Shafipur,National Gazipur Dhaka 1717 88 1716080402 11/6; No Yes 1/0,2,3,4 650No Yes 1",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,C&A,"University,Gazipur,Bangladesh.",,,No,,,
Accord 2016,22.0,"PRO MAKER'S SWEATER IND.LTD LANE# 8,WARD#7,BLOCK-B,DAGER CHALA 1678094733 No No No Yes 1",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,"Primark, Walmart","BARI ,GAZIPUR",23.9680212,90.3798441,Yes,,,
Accord 2016,22.0,"Pusan Bangladesh Ltd. Plot no. 98 (1st floor), Chaydana, P.O. Gazipur Dhaka 2 25715 11/6; No Yes 1/0; 1/1; 290Yes No 1",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,C&A,"National University, P.s. Gazipur Sadar",,,No,,,
Accord 2016,22.0,"Pushpa Knitwear Ltd. 57/2, South Harinal, School Road, Joydebpur, Gazipur Dhaka 1700 2 9262320 11/5; No No 600Yes No 2",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,"Primark, Walmart",Gazipur,23.9997558,90.4173629,Yes,,,
Accord 2016,22.0,R. R. Acrylic Ltd. Plot a-35 & 39 Gazipur 2 1 No No 0,accord_2016.pdf,Accord on Fire and Building Safety,2016.0,,"R.B. Industries Limites Ruby Gate, Nasirabad Industrial Area, East Chittagong Chittagong 4214 31 2570701 21/6; 2/3; No No 3000Yes No 1",,,No,,,
Accord 2016,22.0,"R.K. Fashion Ltd. Chowdhury Bari, Godnyle, Siddirgonj , Naranyanganj Dhaka 1432 2 7634568 41/4;2/3;3/2;4/4; No Yes 1/0,1,2,3;2/0,1,2;3/0; 402Yes No 3",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,Primark,Narayanganj 4/3;,23.6236732,90.4988075,Yes,,,
Accord 2016,22.0,"R.S. Knit Wears (Pvt) Ltd Plot no.A-1, BSCIC Hosiery Industrial Estate, Naranyanganj 1420 88 27671082 2 No No 515 0",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,,"Shasongaon, Fatullah, Narayanganj-1420,",,,No,,,
Accord 2016,22.0,"Raddison Garments UNIT 2 B-84, Tongi BSCIC Gazipur Dhaka 1710 1 615554051 01/3; No No All 1400No Yes 1",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,,"Radial International Zirani Bazar, Kashimpur, Gazipur Sadar Gazipur Dhaka 2 8054697 61/6;2/1;3/1;4/1;5/1;6/1; No No 980Yes No 4",,,No,,,
Accord 2016,22.0,"Radiant Sweater Ind Ltd Kamarjuri, National Univversity, Gazipur, Gazipur Dhaka 2 1711696289 Yes No 3300Yes No 4",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,,Dhaka,23.7643863,90.3890144,Yes,,,
Accord 2016,22.0,"Raisa Fashions Ltd Plot# B63, BSCIC Industrial Estate, Kanchpur, 2 9571952 11/8;2/1;3/1; No No 600 0",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,Primark,"Sonargaon, Narayanganj",23.7033963,90.5260464,Yes,,,
Accord 2016,22.0,"RAIYAN KNIT COMPOSITE LTD Hortokitola, Attabah, Chandra, Kaliakoir, Gazipur Dhaka 1750 1 51830 21/7;2/2; No No 1350Yes No 6",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,Walmart,"Gazipur, Dhaka",23.9997558,90.4173629,Yes,,,
Accord 2016,23.0,"RDM Apparels Ltd 1614/A, Rajakhali Road, Chaktai, Chittagong, Chittagong Chittagong 4000 88 1678062341 11/4; No No 829No Yes 1",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,,"Bakalia, Bangladesh, 4000",,,No,,,
Accord 2016,23.0,"Reaz Export Apparels Ltd North Khikhair, Sign Board Board Bazer, Gazipur Dhaka 88 1713729746 21/5;1/1; No No 977Yes No 1",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,"Primark, Walmart",Gazipur,23.9997558,90.4173629,Yes,,,
Accord 2016,23.0,"REGENCY GARMENTS LIMITED UNIT-1-SECTOR-1, PLOT# 60-62, CEPZ, Dhaka Chittagong 31 741185 No No 1",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,,"CHITTAGONG,",22.333778,91.8344348,Yes,,,
Accord 2016,23.0,"Regency Garments Limited (Unit-6) SFB FS-04 (2nd & 3rd floor), CEPZ, CEPZ 4223 88 31740553 21/4;2/1; No Yes 1/2,3;2/1 1136No Yes 1",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,,"Chittagong, Bangladesh",22.3245531,91.8040827,Yes,,,
Accord 2016,23.0,"Regency Three Ltd., unit # 5 FS-SFB 3, BEPZA Building, Ground floor (both Chittagong Chittagong 4223 1 1 11/1; No No 1/1; 703Yes No 2",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,,"wings)., CEPZ, Chittagong",,,No,,,
Accord 2016,23.0,RENAISSANCE APPARELS LTD Renaissance Apparels Ltd. C-S Plot # 659 & Gazipur Dhaka 1346 2 9891984 133 21/1;2/1; No No 1250Yes No 4,accord_2016.pdf,Accord on Fire and Building Safety,2016.0,,"660, Mouza 93, Gazipur",,,No,,,
Accord 2016,23.0,"Reu Fashion Ltd 190,Inner Circular Road Arambagh Motijheel Dhaka Dhaka 1000 2 7193052 11/8; No No 1/4,5,6,7; 550Yes No 1",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,,Dhaka.,23.7643863,90.3890144,Yes,,,
Accord 2016,23.0,"Reytex Fashion Wears Ltd. Mollik Housing 7th floor, 13-14 Chiriakhana Dhaka Dhaka 1216 2 8055026 11/7; Yes Yes 1/7; 650Yes No 2",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,,"Road, Mirpur-01, Dhaka",23.8338115,90.3675309,Yes,,,
Accord 2016,23.0,"Riddick Knit Wear Ltd Plot-A-8, BSCIC I/A, Enayetnagar, Fatullah, 1 1 31/2; No No 1/2; 300No Yes 1",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,Primark,Narayanganj,23.6236732,90.4988075,Yes,,,
Accord 2016,23.0,"Rio Design Ltd Industrial plot no. 3, Milk Vita Road,Section- Dhaka Dhaka 1216 88 28061898 11/12; No Yes 1/-1,0,1/1; 1/2;1/3; 500No Yes 1",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,,"7,Mirpur ,Dhaka-1216,Bangladesh. 1/4;",,,No,,,
Accord 2016,23.0,"Rio Fashion Wear Ltd Industrial plot no. 3, Milk Vita Road,Section- Dhaka Dhaka 1216 88 8061898 11/11; No Yes 1/5,6,7,8,9,10,11,12 1200No Yes 2",accord_2016.pdf,Accord on Fire and Building Safety,2016.0,,"7,Mirpur ,Dhaka-1216,Bangladesh.",,,No,,,
