Delta_pp,Delta,t_upper,p_upper,t_lower,p_lower,p_TOST,Reject_H0
1.0,0.01,-2.0696912631566002,0.021293837443091383,0.5855666840424882,0.2801292848053052,0.2801292848053052,False
2.0,0.02,-3.397320236756144,0.0005918599453123128,1.9131956576420324,0.030134979862719513,0.030134979862719513,True
3.0,0.03,-4.724949210355689,6.664461030834986e-06,3.2408246312415763,0.0009528493388095693,0.0009528493388095693,True
5.0,0.05,-7.380207157554778,2.1667532231444653e-10,5.896082578440665,7.966683490678861e-08,7.966683490678861e-08,True
